MEFV,0.019268901869137104
CYP11A1,0.0
ABCC6,0.0
MPL,0.013103225460563566
GP1BA,0.01954018471636651
TECTA,0.1458607665551236
EVC,0.04721197826494596
GHR,0.06799642884134478
DYSF,0.016199004285387453
ROR2,0.0
APOE,0.06150894974422599
NR2E3,0.13567794059932425
HESX1,0.006274619749137701
AIPL1,0.03152111081146601
TNXB,0.0
THRB,0.07525259337831317
AQP2,0.03849542547023035
POLG,0.006295794953448931
EFHC1,0.0
RYR1,0.09758805200195823
GNRHR,0.01869121165319967
DPYD,0.05956550375452941
ACADL,0.017441940401311314
FGFR3,0.04440100692325804
COL7A1,0.05427107061603892
OPA3,0.017032840043772115
CHRNB1,0.018950910626006547
EDAR,0.05131024086178317
ABCC2,0.025229957417592087
LRP5,0.06889664366068157
FSHR,0.027503239386656147
GCH1,0.03241491717922214
SCNN1B,0.03952097691533512
CLCNKB,0.030365760753459578
STAT1,0.10412040747281281
FKTN,0.014822145375745124
KCNQ1,0.07256560334895942
GSR,0.008790197435495849
IHH,0.09362678507222237
GGT1,0.0
COL11A2,0.028281577488312844
CLCN1,0.0
GNE,0.006320555060390594
SPTA1,0.0063305948396866945
GGCX,0.0
SBDS,0.0
PANK2,0.01439063828263234
SCO2,0.0318186620846317
LPL,0.015918368327683504
F5,0.019069092810898438
ABCB11,0.012883773677060804
ACTA1,0.2491389477365657
ZMPSTE24,0.006380438787745723
SCNN1G,0.09107810313973749
GPX1,0.0063364515320078
KCNJ11,0.042112942964277776
ABCC8,0.042457485079010614
TSHR,0.01272078708172785
CRB1,0.024225726285546496
SDHA,0.027837151328931133
ALPL,0.05845523026450407
CHRNE,0.022150993252342946
LAMA2,0.0778434807240378
C1R,0.022386149137426075
KCNE1,0.0
DSP,0.22920345735304365
ITGB4,0.03415887151251255
EVC2,0.018912429032968116
FGG,0.01761086511952343
APOB,0.11283410418297653
CYP11B2,0.01606048660764412
FGB,0.04400600883805613
C4A,0.033658527414138405
TRH,0.006366369846233211
COL4A3,0.033923342352422066
GJB3,0.02392698835999275
COL6A2,0.04649075714496328
EDN3,0.01862456507328432
GDAP1,0.006346642603983514
RHAG,0.03714541194671211
EDNRB,0.10792540171495206
HR,0.0
MATN3,0.0
GUCY2D,0.0
PCK1,0.10138707774328035
VPS33B,0.0
FLNB,0.046524239748627745
ATM,0.012720118018401066
CLCN7,0.017445937616836188
SERPINF2,0.056005236623469554
PRNP,0.050230534702297804
VDR,0.023914403077578576
ACE,0.16922364044336777
KRT14,0.02868294544441361
HPD,0.029668352777731506
FUT1,0.00944909399042696
CRX,0.034924236066178185
BRIP1,0.03939373325366168
COL4A4,0.021198935120228805
FGA,0.0331478143750881
RDH12,0.012548850651490579
GJB2,0.016335095461349175
NPR2,0.022639056904586292
GDF5,0.006224914816349576
CYP11B1,0.012635607330894192
ERCC6,0.02966304409463474
MAT1A,0.15579546523239834
HFE,0.022895053447258673
EDARADD,0.009474532877961236
IFNGR1,0.0510356564306964
INSR,0.0992921099723202
CDH23,0.08993663345282084
SCNN1A,0.08531378338175075
COL6A3,0.12346978455531923
SLC5A2,0.03840260584298785
GH1,0.0435605549668972
ITGB3,0.09001518856331109
COL6A1,0.08109880605731604
F12,0.0
LMNA,0.1154363152456158
PTH1R,0.0
HSPG2,0.1339061523996756
OCA2,0.0
ATP8B1,0.07710994283032609
SCN5A,0.11558301283010135
VHL,0.0127833343995706
FGF23,0.06354500422548907
FBLN5,0.035124691290049526
