PAX7,0.08775327744345811
MEFV,0.019268901869137104
MPL,0.013103225460563566
CLCNKA,0.0
HERC2,0.1762904289266547
OGDH,0.10027211995048513
GHR,0.06799642884134478
DYSF,0.016199004285387453
APOE,0.06150894974422599
MSH6,0.06059335192152966
NR2E3,0.13567794059932425
HESX1,0.006274619749137701
AIPL1,0.03152111081146601
EFHC1,0.0
ATR,0.008290623573180294
GNRHR,0.01869121165319967
DPYD,0.05956550375452941
ACADL,0.017441940401311314
TBX21,0.04736513028210472
ATP2B2,0.060931451140712314
ABCC2,0.025229957417592087
KRT8,0.019008059361604608
PCDH15,0.0650226236221572
SOST,0.04599030987140325
XYLT2,0.031219733927432273
FOXO1,0.1864560906869877
CLCNKB,0.030365760753459578
STAT1,0.10412040747281281
FKTN,0.014822145375745124
GGT1,0.0
BPGM,0.006361887730985503
PTGER2,0.0
CRH,0.028698923962887708
EGFR,0.13058788255578724
ERBB2,0.1440996300967051
C10orf2,0.006331904454563595
TCAP,0.018896710463072154
KRT18,0.019165869828670315
GGCX,0.0
GJC2,0.006301878840640627
PANK2,0.01439063828263234
SCO2,0.0318186620846317
LOX,0.08107756699998786
ABCB11,0.012883773677060804
SLURP1,0.039331106162304626
ZMPSTE24,0.006380438787745723
TLR2,0.04488626256444597
SLC4A4,0.06501712968490796
GPHN,0.0935954014454042
NBN,0.06031433800505489
PVRL1,0.019535353218389045
LAMA2,0.0778434807240378
EVC2,0.018912429032968116
LEPRE1,0.012610565729009128
FGG,0.01761086511952343
FGB,0.04400600883805613
PPP2R1B,0.0
TRH,0.006366369846233211
F11,0.01273899071201532
PNLIP,0.03417049767636421
MAP3K8,0.04752121273926909
RHAG,0.03714541194671211
EDNRB,0.10792540171495206
HR,0.0
PCK1,0.10138707774328035
SLC45A2,0.0284592287356431
P2RY12,0.0
VPS33B,0.0
ATM,0.012720118018401066
MDM1,0.0
SERPINF2,0.056005236623469554
VDR,0.023914403077578576
ACE,0.16922364044336777
HPD,0.029668352777731506
FUT1,0.00944909399042696
WNT10A,0.01590566710258676
RDH12,0.012548850651490579
ACAA1,0.0
NPR2,0.022639056904586292
CYP11B1,0.012635607330894192
TREH,0.03407852228133387
ERCC6,0.02966304409463474
MAT1A,0.15579546523239834
HFE,0.022895053447258673
EDARADD,0.009474532877961236
IFNGR1,0.0510356564306964
CDH23,0.08993663345282084
SCNN1A,0.08531378338175075
SLC5A2,0.03840260584298785
ITGB3,0.09001518856331109
WNT4,0.1053346214448805
F12,0.0
ING1,0.019131460524339058
SLC4A11,0.012770162152418139
HSPG2,0.1339061523996756
OCA2,0.0
ATP8B1,0.07710994283032609
RASSF1,0.016900934013770668
